11136	4
11164	5
11170	5
11174	5
11176	4
11177	4
11178	4
11188	4
11195	5
11198	5
11203	5
11205	5
11221	6
11234	5
11241	5
11244	5
11247	4
11252	5
11253	5
11259	4
11261	4
11273	4
11293	5
11307	5
11315	5
11319	5
11323	6
11331	6
11335	5
11337	4
11340	6
11356	6
11357	4
11359	5
11366	5
11370	6
11371	4
11379	4
11385	6
11387	5
11391	4
11392	5
11400	4
11409	4
11416	4
11422	4
11425	4
11426	6
11427	4
11435	5
11436	4
11438	5
11443	5
11451	5
11464	5
11470	6
11476	5
11484	5
11489	6
11497	4
11499	5
11503	6
11511	5
11514	5
11521	6
11527	4
11537	6
11540	5
11556	4
11565	6
11569	6
11576	6
11582	5
11591	5
11595	6
11599	6
11602	6
11607	6
11614	4
11618	5
11621	6
11629	6
11632	6
11635	6
11640	4
11649	6
11651	6
11668	5
11672	4
11688	4
11699	6
11702	6
11704	6
11708	5
11711	5
11717	6
11728	5
11733	6
11738	4
11740	5
11743	6
11746	6
11823	5
11825	5
11828	4
11832	5
11837	5
11840	5
11850	5
11854	4
11855	4
11862	6
11897	5
11899	6
11902	5
11926	4
11935	4
11936	5
11950	4
11957	4
11958	5
11965	4
11977	4
12006	4
12021	5
12029	4
12051	6
12070	6
12073	4
12074	4
12077	5
12083	4
12098	5
12104	5
12107	4
12112	6
12117	4
12124	5
12141	6
12168	5
12171	6
12173	4
12182	5
12188	5
12193	6
12197	5
12201	5
12202	5
12203	5
12207	5
12215	6
12225	4
12233	5
12249	5
12276	4
12280	4
12286	6
12301	5
12311	5
12314	5
12316	4
12318	5
12323	5
12332	5
12343	5
12352	6
12359	6
12378	5
12384	4
12386	6
12395	4
12400	4
12404	5
12408	4
12411	6
12429	5
12431	5
12442	4
12448	5
12455	4
12479	4
12486	6
12499	5
12500	4
12513	6
12524	5
12527	4
12528	6
12544	6
12557	5
12560	5
12566	6
12570	6
12574	4
12576	4
12586	5
12593	5
12594	6
12599	5
12603	5
12620	6
12623	4
12625	4
12626	6
12631	6
12647	5
12656	5
12664	4
12675	5
12679	5
12685	6
12693	4
12694	4
12704	5
12717	4
12718	5
12725	5
12728	4
12734	4
12735	4
12738	5
12746	5
12754	5
12755	5
12760	5
12768	5
12771	5
12772	6
12775	4
12779	4
12786	5
12790	6
12794	4
12801	6
12804	5
12820	4
12826	6
12829	5
12839	4
12847	4
12854	5
12857	4
12861	4
12865	5
12877	5
12878	6
12879	5
12883	5
12887	5
12891	5
12892	4
12895	6
12899	4
12900	5
12902	5
12907	6
12921	5
12926	5
12936	5
12942	5
12944	5
12945	4
12947	6
12950	6
12953	5
12956	4
12959	5
12963	5
12964	5
12976	5
12983	4
12987	6
12989	5
12994	5
13002	4
13012	5
13014	4
13015	5
13017	4
13022	4
13023	5
13024	5
13028	5
13033	6
13039	5
13042	5
13050	5
13054	5
13061	5
13066	4
13071	6
13073	4
13077	5
13082	5
13094	5
13102	5
13116	4
13120	5
13122	6
13130	5
13131	5
13135	6
13139	5
13142	5
13150	5
13155	5
13163	4
13168	5
13172	5
13174	6
13178	6
13181	5
13186	4
13191	4
13192	6
13194	5
13207	6
13212	6
13230	5
13233	5
13238	7
13240	5
13242	5
13244	5
13246	6
13249	5
13253	5
13255	5
13264	6
13272	5
13280	5
13311	4
13314	5
13316	6
13320	5
13328	5
13348	5
13353	6
13356	5
13360	5
13363	5
13366	6
13370	4
13371	5
13374	5
13376	5
13383	4
13388	5
13395	5
13397	5
13400	5
13403	5
13410	5
13411	6
13413	4
13417	5
13418	5
13420	5
13428	5
13431	6
13440	6
13442	5
13444	4
13445	5
13449	5
13450	6
13451	7
13454	4
13455	5
13457	6
13459	5
13461	6
13466	4
13477	6
13479	5
13505	4
13508	5
13511	5
13517	6
13519	6
13528	5
13531	5
13541	5
13543	5
13570	4
13621	6
13627	4
13632	5
13638	5
13640	5
13641	4
13653	5
13654	6
13666	6
13672	5
13675	4
13682	5
13685	6
13692	5
13695	5
13709	5
13710	4
13714	5
13716	4
13720	6
13726	5
13728	4
13736	4
13743	6
13748	5
13759	6
13766	5
13770	4
13778	4
13788	4
13791	5
13795	4
13797	4
13801	6
13812	5
13816	5
13817	4
13824	4
13830	5
13832	4
13836	5
13847	5
13851	5
13853	5
13855	5
13859	5
13867	4
13869	5
13872	6
13873	4
13876	5
13883	5
13885	5
13887	5
13889	5
13893	6
13896	5
13901	5
13902	5
13907	5
13912	6
13916	5
13917	5
13920	4
13922	4
13924	5
13927	5
13945	5
13950	5
13957	6
13958	5
13970	4
13977	7
13981	5
13982	6
13988	5
14007	6
14009	5
14011	5
14013	5
14017	5
14022	5
14026	4
14028	5
14030	6
14044	5
14062	5
14072	4
14078	5
14085	5
14092	4
14101	6
14108	4
14122	4
14125	5
14129	5
14133	5
14144	5
14154	5
14168	5
14169	4
14171	5
14178	6
14179	5
14184	5
14189	5
14204	6
14207	5
14214	6
14223	6
14224	4
14228	5
14233	5
14240	4
14246	5
14260	4
14267	4
14268	6
14275	5
14278	6
14288	7
14300	4
14301	5
14308	6
14311	4
14320	5
14328	5
14344	5
14347	5
14350	4
14352	4
14353	5
14359	5
14367	5
14369	4
14374	4
14377	5
14378	6
14382	4
14387	4
14390	5
14415	4
14424	5
14425	5
14431	6
14432	4
14433	5
14440	5
14463	6
14471	4
14497	4
14498	5
14501	5
14505	5
14521	4
14523	4
14530	4
14539	4
14542	4
14570	4
14582	5
14593	6
14605	4
14615	5
14635	4
14639	4
14650	5
14664	5
14668	4
14670	4
14686	5
14717	6
14719	5
14733	6
14752	5
14762	5
14769	4
14787	5
14796	5
14807	5
14821	5
14825	5
14838	5
14841	4
14853	4
14867	5
14871	4
14891	5
14895	4
14904	4
14909	4
14914	6
14926	4
14937	4
14945	4
14947	4
14952	6
14954	4
14964	5
14973	5
14976	5
14978	4
14981	4
28	4
48	4
245	4
309	4
391	4
401	4
402	5
418	4
421	5
435	5
442	4
444	4
449	5
468	4
486	4
497	4
501	4
502	4
511	5
554	5
567	4
593	4
614	5
623	4
626	4
631	4
632	4
637	5
638	4
643	4
648	4
656	4
658	4
660	4
668	4
670	5
681	4
704	4
713	4
836	4
838	5
913	4
915	5
916	4
920	4
928	5
946	4
954	5
956	4
960	4
968	4
977	4
985	5
1011	5
1030	4
1043	5
1047	4
1105	4
1106	4
1107	4
1110	4
1120	4
1147	5
1162	5
1214	5
1232	4
1253	4
1257	5
1258	4
1278	4
1280	4
1284	4
1308	5
1324	4
1563	4
1691	5
1692	4
1695	5
1696	5
1715	5
1718	4
1719	4
1756	5
1764	4
1796	4
1802	4
1837	4
1859	4
1888	5
1910	4
1913	4
1921	4
1957	5
1967	4
1994	4
2000	5
2021	4
2040	5
2043	4
2066	5
2080	5
2089	4
2103	5
2111	5
2125	4
2155	4
2168	5
2184	5
2208	5
2229	4
2248	5
2249	4
2271	5
2289	4
2296	5
2305	5
2342	5
2373	4
2383	5
2675	4
2678	5
2697	4
2701	5
2705	5
2711	5
2714	4
2716	4
2725	4
2728	4
2729	4
2731	4
2733	5
2736	5
2742	4
2756	5
2757	4
2758	4
2762	4
2765	5
2769	5
2770	4
2775	4
2944	4
2972	4
9353	5
9360	4
9361	4
9363	5
9380	4
9390	4
9428	4
9447	4
9473	4
9486	5
9499	4
9504	4
9507	5
9515	5
9540	5
9541	4
9555	5
9560	4
9578	5
9581	5
9582	4
9589	5
9592	5
9595	5
9603	5
9609	4
9615	5
9621	5
9623	4
9635	4
9640	5
9641	4
9643	5
9650	5
9665	5
9668	5
9675	5
9683	5
9690	5
9701	5
9712	4
9717	5
9720	4
9738	4
9740	5
9774	4
28	4
48	4
245	4
309	4
391	4
401	4
402	5
418	4
421	5
435	5
442	4
444	4
449	5
468	4
486	4
497	4
501	4
502	4
511	5
554	5
567	4
593	4
614	5
623	4
626	4
631	4
632	4
637	5
638	4
643	4
648	4
656	4
658	4
660	4
668	4
670	5
681	4
704	4
713	4
836	4
838	5
913	4
915	5
916	4
920	4
928	5
946	4
954	5
956	4
960	4
968	4
977	4
985	5
1011	5
1030	4
1043	5
1047	4
1105	4
1106	4
1107	4
1110	4
1120	4
1147	5
1162	5
1214	5
1232	4
1253	4
1257	5
1258	4
1278	4
1280	4
1284	4
1308	5
1324	4
1563	4
1691	5
1692	4
1695	5
1696	5
1715	5
1718	4
1719	4
1756	5
1764	4
1796	4
1802	4
1837	4
1859	4
1888	5
1910	4
1913	4
1921	4
1957	5
1967	4
1994	4
2000	5
2021	4
2040	5
2043	4
2066	5
2080	5
2089	4
2103	5
2111	5
2125	4
2155	4
2168	5
2184	5
2208	5
2229	4
2248	5
2249	4
2271	5
2289	4
2296	5
2305	5
2342	5
2373	4
2383	5
2675	4
2678	5
2697	4
2701	5
2705	5
2711	5
2714	4
2716	4
2725	4
2728	4
2729	4
2731	4
2733	5
2736	5
2742	4
2756	5
2757	4
2758	4
2762	4
2765	5
2769	5
2770	4
2775	4
2944	4
2972	4
9353	5
9360	4
9361	4
9363	5
9380	4
9390	4
9428	4
9447	4
9473	4
9486	5
9499	4
9504	4
9507	5
9515	5
9540	5
9541	4
9555	5
9560	4
9578	5
9581	5
9582	4
9589	5
9592	5
9595	5
9603	5
9609	4
9615	5
9621	5
9623	4
9635	4
9640	5
9641	4
9643	5
9650	5
9665	5
9668	5
9675	5
9683	5
9690	5
9701	5
9712	4
9717	5
9720	4
9738	4
9740	5
9774	4
11008	5
11024	5
11027	5
11034	5
11041	4
11047	5
11052	5
11071	4
11076	5
11086	5
11090	5
11104	4
11113	5
11125	5
11136	4
11164	5
11170	5
11174	5
11176	4
11177	4
11178	4
11188	4
11195	5
11198	5
11203	5
11205	5
11221	4
11234	5
11241	5
11244	5
11247	4
11252	5
11253	5
11259	4
11261	4
11273	4
11293	5
11307	5
11315	5
11319	5
11323	4
11331	4
11335	4
11337	4
11340	4
11356	4
11357	4
11359	4
11366	5
11370	4
11371	4
11379	4
11385	4
11387	5
11391	4
11392	5
11409	4
11416	4
11425	4
11426	4
11435	4
11436	4
11438	5
11443	5
11451	5
11464	5
11470	4
11476	5
11484	5
11489	4
11497	4
11499	5
11511	5
11514	5
11527	4
11537	4
11540	5
11556	4
11565	4
11576	4
11582	5
11591	4
11595	4
11599	4
11602	4
11607	4
11614	4
11618	5
11621	4
11623	4
11629	4
11634	4
11635	4
11640	4
11649	4
11651	4
11668	5
11672	4
11699	4
11702	4
11704	4
11708	5
11711	5
11717	4
11728	4
11733	4
11740	5
11743	4
11746	4
11823	5
11825	4
11828	4
11832	4
11837	5
11840	5
11850	5
11854	4
11855	4
